序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
,ChestImpact.ReciprocalStatus.adMotionDuration[4],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[5],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[6],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[7],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[8],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[9],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[10],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[11],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[12],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[13],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[14],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.adMotionDuration[15],DINT,,0,,,,,
,ChestImpact.ReciprocalStatus.Motion,Stru_MoveBufferState,,...,,,底层 MC_MoveBuffer 原始输出,,
,ChestImpact.ReciprocalStatus.Motion.iIndex,INT,,0,,,MC_MoveBuffer 当前段索引 (0-15),,
,ChestImpact.ReciprocalStatus.Motion.iErrorId,INT,,0,,,MC_MoveBuffer 原始错误码,,
,ChestImpact.ReciprocalStatus.Motion.bDone,BOOL,,OFF,,,MC_MoveBuffer 完成,,
,ChestImpact.ReciprocalStatus.Motion.bBusy,BOOL,,OFF,,,MC_MoveBuffer 执行中,,
,ChestImpact.ReciprocalStatus.Motion.bCommandAborted,BOOL,,OFF,,, MC_MoveBuffer 被中止,,
,ChestImpact.ReciprocalStatus.Motion.bError,BOOL,,OFF,,,MC_MoveBuffer 报错,,
,ChestImpact.ReciprocalStatus.iCycleCount,INT,,0,,," 已完成循环数：累计完成的循环次数       用于显示进度：已完成/总次数",,
,ChestImpact.ReciprocalStatus.iErrorId,INT,,0,,," FB 错误码：功能块内部错误代码       1005 = iSegmentCount 配置错误       1006 = iCycleModeLen 配置错误       1020 = Step 30 超时（运动未启动）",,
,ChestImpact.ReciprocalStatus.iConsumedSignalSeq,INT,,0,,, 最近一次已消费的统一信号序号,,
,ChestImpact.ReciprocalStatus.iCompletedSignalSeq,INT,,0,,,最近一次已完成的统一信号序号,,
,ChestImpact.ReciprocalStatus.bFinished,BOOL,,OFF,,,"完成标志：FB 已完成所有循环       TRUE = 全部循环执行完成       在 in_bExcute 下降沿后复位",,
,ChestImpact.ReciprocalStatus.bBusy,BOOL,,OFF,,," 忙碌标志：FB 正在执行往复运动       TRUE = 正在运动中       FALSE = 空闲或已完成",,
,ChestImpact.ReciprocalStatus.bError,BOOL,,OFF,,," 错误标志：FB 执行过程中发生错误       TRUE = 发生错误，详见 iErrorId       需要用户复位",,
,ChestImpact.ReciprocalStatus.bAbort,BOOL,,OFF,,,"中止标志：FB 被外部中止       TRUE = 被 in_bDiscontinued 信号中止",,
,ChestImpact.ReciprocalStatus.bReturning,BOOL,,OFF,,,正在返回,,
,ChestImpact.ReciprocalStatus.bCycleDone,BOOL,,OFF,,,单次缓冲运动完成脉冲 (供 TriAxisMotion 同步),,
,ChestImpact.ReciprocalStatus.bReadyForSignal,BOOL,,OFF,,,,,
,ChestImpact.ReciprocalStatus.bPad0,BOOL,,OFF,,,,,
3,LegAngle,Stru_AxisObject,,...,不保持,私有,腿角度轴,,
,LegAngle.Status,Stru_AxisStatus,,...,,,"轴状态 (只读, 实时反馈)",,
,LegAngle.Status.Servo,Stru_ServoAxisStatus,,...,,,MC 底层反馈,,
,LegAngle.Status.Servo.rActPosition,REAL,,0.000000,,,实际位置 (脉冲或mm,,
,LegAngle.Status.Servo.rActVelocity,REAL,,0.000000,,,实际速度,,
,LegAngle.Status.Servo.rActTorque,REAL,,0.000000,,,实际扭矩,,
,LegAngle.Status.Servo.iErrorCode,INT,,0,,,错误码 (来自 FB_运动控制),,
,LegAngle.Status.Servo.iDriveErrorCode,INT,,0,,, 驱动器错误码 (来自伺服),,
,LegAngle.Status.Servo.diDiscreteMotionTime,DINT,,0,,,定位运动时间 (ms),,
,LegAngle.Status.Servo.bEnabled,BOOL,,OFF,,,已使能 (驱动器上电),,
,LegAngle.Status.Servo.bReady,BOOL,,OFF,,,驱动就绪,,
,LegAngle.Status.Servo.bBusy,BOOL,,OFF,,,运动中 (任意运动指令执行中),,
,LegAngle.Status.Servo.bDone,BOOL,,OFF,,,动作完成 (上升沿),,
,LegAngle.Status.Servo.bStandStill,BOOL,,OFF,,,静止 (速度为零),,
,LegAngle.Status.Servo.bInPosition,BOOL,,OFF,,,到位 (位置误差在容差内),,
,LegAngle.Status.Servo.bDiscreteMotion,BOOL,,OFF,,,定位运动中,,
,LegAngle.Status.Servo.bMoveDone,BOOL,,OFF,,,运动完成 (脉冲),,
,LegAngle.Status.Servo.bZeroCommissioned,BOOL,,OFF,,,"底层 home-state 镜像 (= Axis.bhomestate, 非持久建零标志)",,
,LegAngle.Status.Servo.bZeroCommissioning,BOOL,,OFF,,,正在原点标定 (运行期通常不触发),,
,LegAngle.Status.Servo.bOriginSwitch,BOOL,,OFF,,,原点传感器信号 (物理输入),,
,LegAngle.Status.Servo.bPosLimit,BOOL,,OFF,,,正限位触发,,
,LegAngle.Status.Servo.bNegLimit,BOOL,,OFF,,,负限位触发,,
,LegAngle.Status.Servo.bError,BOOL,,OFF,,,错误激活,,
,LegAngle.Status.Servo.bStopping,BOOL,,OFF,,,错误停止中,,
,LegAngle.Status.Servo.bEncoderFault,BOOL,,OFF,,,编码器故障 (MONITOR 用于计算 bAbsPositionValid),,
,LegAngle.Status.Servo.pad0,BOOL,,OFF,,,,,
,LegAngle.Status.Servo.pad1,BOOL,,OFF,,,,,
,LegAngle.Status.Servo.pad2,BOOL,,OFF,,,,,
,LegAngle.Status.Servo.bPad3,BOOL,,OFF,,,,,
,LegAngle.Status.Force,Stru_AxisForceStatus,,...,,,力估算与超力状态,,
,LegAngle.Status.Force.rBiasPosPct,REAL,,0.000000,,,正扭矩侧静止基线 (%),,
,LegAngle.Status.Force.rBiasNegPct,REAL,,0.000000,,,负扭矩侧静止基线 (%),,
,LegAngle.Status.Force.rNetTorquePct,REAL,,0.000000,,,扣基线后的净扭矩 (%),,
,LegAngle.Status.Force.rForceRawN,REAL,,0.000000,,,未滤波牵引力估算 (N),,
,LegAngle.Status.Force.rForceFiltN,REAL,,0.000000,,,低通后牵引力估算 (N),,
,LegAngle.Status.Force.diOverForceET,DINT,,0,,,超力持续时间 (ms),,
,LegAngle.Status.Force.bForceValid,BOOL,,OFF,,,当前力估算有效,,
,LegAngle.Status.Force.bBiasPosValid,BOOL,,OFF,,,正侧基线已学习,,
,LegAngle.Status.Force.bBiasNegValid,BOOL,,OFF,,,负侧基线已学习,,
,LegAngle.Status.Force.bOverForce,BOOL,,OFF,,,超力实时态,,
,LegAngle.Status.Force.bOverForceLatched,BOOL,,OFF,,,超力锁存,,
,LegAngle.Status.Force.bPad0,BOOL,,OFF,,,对齐填充,,
,LegAngle.Status.iCurrentStep,INT,,0,,,"当前运动步骤 (0=空闲, 1-N=执行中)",,
,LegAngle.Status.iPadInt,INT,,0,,,对齐填充,,
,LegAngle.Status.diWaitingTime,DINT,,0,,,等待时间 (ms),,
,LegAngle.Status.diMotionTime,DINT,,0,,,运动用时 (ms),,
,LegAngle.Status.iErrorCode,INT,,0,,,[镜像] = Servo.iErrorCode (HMI 使用),,
,LegAngle.Status.bCalibrated,BOOL,,OFF,,,已标定 (Servo 没有此状态),,
,LegAngle.Status.bError,BOOL,,OFF,,,,,
,LegAngle.Status.bWarning,BOOL,,OFF,,,警告激活 (区别于 Servo.bError),,
,LegAngle.Status.bAxisErrorStopping,BOOL,,OFF,,,轴错误停止中 (区别于 Servo.bStopping),,
,LegAngle.Status.bAtInit,BOOL,,OFF,,,在初始位置容差内,,
,LegAngle.Status.bPad0,BOOL,,OFF,,,,,
,LegAngle.Config,Stru_AxisLimitConfig,,...,,,"轴配置 (出厂设定, Retain)",,
,LegAngle.Config.rPosLimit,REAL,,0.000000,,,正限位 (°或mm),,
,LegAngle.Config.rNegLimit,REAL,,0.000000,,,负限位 (°或mm),,
,LegAngle.Config.rInitPos,REAL,,0.000000,,,初始位置,,
,LegAngle.Config.rTolerance,REAL,,0.000000,,,到位容差 (°或mm),,
,LegAngle.Config.rMaxVel,REAL,,0.000000,,,最大速度,,
,LegAngle.Config.rMinVel,REAL,,0.000000,,,最小速度,,
,LegAngle.Config.rMaxAcc,REAL,,0.000000,,,加速度,,
,LegAngle.Config.rMaxDec,REAL,,0.000000,,,减速度,,
,LegAngle.Config.diPulsePerDeg,DINT,,0,,,脉冲当量 (Pulse/°),,
,LegAngle.Config.diTimeout,DINT,,0,,,超时报警,,
,LegAngle.ConfigBuffer,Stru_AxisLimitConfig,,...,,,,,
,LegAngle.ConfigBuffer.rPosLimit,REAL,,0.000000,,,正限位 (°或mm),,
,LegAngle.ConfigBuffer.rNegLimit,REAL,,0.000000,,,负限位 (°或mm),,
,LegAngle.ConfigBuffer.rInitPos,REAL,,0.000000,,,初始位置,,
,LegAngle.ConfigBuffer.rTolerance,REAL,,0.000000,,,到位容差 (°或mm),,
,LegAngle.ConfigBuffer.rMaxVel,REAL,,0.000000,,,最大速度,,
,LegAngle.ConfigBuffer.rMinVel,REAL,,0.000000,,,最小速度,,
,LegAngle.ConfigBuffer.rMaxAcc,REAL,,0.000000,,,加速度,,
,LegAngle.ConfigBuffer.rMaxDec,REAL,,0.000000,,,减速度,,
,LegAngle.ConfigBuffer.diPulsePerDeg,DINT,,0,,,脉冲当量 (Pulse/°),,
,LegAngle.ConfigBuffer.diTimeout,DINT,,0,,,超时报警,,
,LegAngle.ConfigCmd,Stru_ConfigCmd,,...,,, 配置操作指令,,
,LegAngle.ConfigCmd.iErrorCode,INT,,0,,,操作错误,,
,LegAngle.ConfigCmd.bLoad,BOOL,,OFF,,,"加载, 从运行区读到缓冲区",,
,LegAngle.ConfigCmd.bApply,BOOL,,OFF,,,"应用, 缓冲区覆盖运行区",,
,LegAngle.ConfigCmd.bSave,BOOL,,OFF,,,"保存, 运行区写入 Retain",,
,LegAngle.ConfigCmd.bResetDefault,BOOL,,OFF,,,恢复工厂默认 (统一命名),,
,LegAngle.ConfigCmd.bSuccess,BOOL,,OFF,,,操作成功,,
,LegAngle.ConfigCmd.bError,BOOL,,OFF,,,操作失败 (只读),,
,LegAngle.ConfigCmd.bPad0,BOOL,,OFF,,,加载默认值,,
,LegAngle.ConfigCmd.bPad1,BOOL,,OFF,,,对齐填充,,
,LegAngle.Cmd,Stru_AxisCmd,,...,,,,,
,LegAngle.Cmd.bEnable,BOOL,,OFF,,,"使能, 触发伺服上电",,
,LegAngle.Cmd.bReset,BOOL,,OFF,,,"复位, 清除轴错误",,
,LegAngle.Cmd.bZeroCommission,BOOL,,OFF,,,"原点标定 (仅工厂模式, 触发 MC_Home, 运行期禁止)",,
,LegAngle.Cmd.bStop,BOOL,,OFF,,,"停止, 立即减速停车",,
,LegAngle.Cmd.bMoveAbs,BOOL,,OFF,,,"绝对定位, 移动到 rTargetPo",,
,LegAngle.Cmd.bMoveRel,BOOL,,OFF,,,"相对定位, 移动 rTargetPos 距离",,
,LegAngle.Cmd.bJogPos,BOOL,,OFF,,,"正向点动, 按住持续动作",,
,LegAngle.Cmd.bJogNeg,BOOL,,OFF,,,"负向点动, 按住持续动作",,
,LegAngle.Cmd.bAutoMove,BOOL,,OFF,,,,,
,LegAngle.Cmd.bMoveBuffer,BOOL,,OFF,,,,,
,LegAngle.Cmd.bRequestDisable,BOOL,,OFF,,, 请求断使能 (EMERGENCY_HOME 降级复位流程),,
,LegAngle.Cmd.bPad0,BOOL,,OFF,,,,,
,LegAngle.Cmd.pad1,BOOL,,OFF,,,,,
,LegAngle.Cmd.pad2,BOOL,,OFF,,,,,
,LegAngle.Cmd.pad3,BOOL,,OFF,,,,,
,LegAngle.Cmd.pad4,BOOL,,OFF,,,,,
,LegAngle.Motion,Stru_AxisMotionParam,,...,,,运动参数 (每次运动可变),,
,LegAngle.Motion.rTargetPos,REAL,,0.000000,,,目标位置,,
,LegAngle.Motion.rTargetVel,REAL,,0.000000,,,目标速度,,
,LegAngle.Motion.rJogVel,REAL,,0.000000,,,点动速度,,
,LegAngle.Motion.rAcc,REAL,,0.000000,,,加速度,,
,LegAngle.Motion.rDec,REAL,,0.000000,,,减速度,,
,LegAngle.Motion.rInitPos,REAL,,0.000000,,,初始位置,,
,LegAngle.Motion.diTimeout,DINT,,0,,,,,
,LegAngle.Motion.rReserved,REAL,,0.000000,,,,,
,LegAngle.ReciprocalStatus,Stru_ReciprocationStatus,,...,,,往复运动状态,,
,LegAngle.ReciprocalStatus.adMotionDuration,DINT[16],,...,,,记录一个循环周期各动作用时。最大记录5段 每两位为一组，低位为阶段1 高位为阶段2,,
,LegAngle.ReciprocalStatus.adMotionDuration[0],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[1],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[2],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[3],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[4],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[5],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[6],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[7],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[8],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[9],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[10],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[11],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[12],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[13],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[14],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.adMotionDuration[15],DINT,,0,,,,,
,LegAngle.ReciprocalStatus.Motion,Stru_MoveBufferState,,...,,,底层 MC_MoveBuffer 原始输出,,
,LegAngle.ReciprocalStatus.Motion.iIndex,INT,,0,,,MC_MoveBuffer 当前段索引 (0-15),,
,LegAngle.ReciprocalStatus.Motion.iErrorId,INT,,0,,,MC_MoveBuffer 原始错误码,,
,LegAngle.ReciprocalStatus.Motion.bDone,BOOL,,OFF,,,MC_MoveBuffer 完成,,
,LegAngle.ReciprocalStatus.Motion.bBusy,BOOL,,OFF,,,MC_MoveBuffer 执行中,,
,LegAngle.ReciprocalStatus.Motion.bCommandAborted,BOOL,,OFF,,, MC_MoveBuffer 被中止,,
,LegAngle.ReciprocalStatus.Motion.bError,BOOL,,OFF,,,MC_MoveBuffer 报错,,
,LegAngle.ReciprocalStatus.iCycleCount,INT,,0,,," 已完成循环数：累计完成的循环次数       用于显示进度：已完成/总次数",,
,LegAngle.ReciprocalStatus.iErrorId,INT,,0,,," FB 错误码：功能块内部错误代码       1005 = iSegmentCount 配置错误       1006 = iCycleModeLen 配置错误       1020 = Step 30 超时（运动未启动）",,
,LegAngle.ReciprocalStatus.iConsumedSignalSeq,INT,,0,,, 最近一次已消费的统一信号序号,,
,LegAngle.ReciprocalStatus.iCompletedSignalSeq,INT,,0,,,最近一次已完成的统一信号序号,,
,LegAngle.ReciprocalStatus.bFinished,BOOL,,OFF,,,"完成标志：FB 已完成所有循环       TRUE = 全部循环执行完成       在 in_bExcute 下降沿后复位",,
,LegAngle.ReciprocalStatus.bBusy,BOOL,,OFF,,," 忙碌标志：FB 正在执行往复运动       TRUE = 正在运动中       FALSE = 空闲或已完成",,
,LegAngle.ReciprocalStatus.bError,BOOL,,OFF,,," 错误标志：FB 执行过程中发生错误       TRUE = 发生错误，详见 iErrorId       需要用户复位",,
,LegAngle.ReciprocalStatus.bAbort,BOOL,,OFF,,,"中止标志：FB 被外部中止       TRUE = 被 in_bDiscontinued 信号中止",,
,LegAngle.ReciprocalStatus.bReturning,BOOL,,OFF,,,正在返回,,
,LegAngle.ReciprocalStatus.bCycleDone,BOOL,,OFF,,,单次缓冲运动完成脉冲 (供 TriAxisMotion 同步),,
,LegAngle.ReciprocalStatus.bReadyForSignal,BOOL,,OFF,,,,,
,LegAngle.ReciprocalStatus.bPad0,BOOL,,OFF,,,,,
4,SeatTwist,Stru_AxisObject,,...,不保持,私有,座扭角轴,,
,SeatTwist.Status,Stru_AxisStatus,,...,,,"轴状态 (只读, 实时反馈)",,
,SeatTwist.Status.Servo,Stru_ServoAxisStatus,,...,,,MC 底层反馈,,
,SeatTwist.Status.Servo.rActPosition,REAL,,0.000000,,,实际位置 (脉冲或mm,,
,SeatTwist.Status.Servo.rActVelocity,REAL,,0.000000,,,实际速度,,
,SeatTwist.Status.Servo.rActTorque,REAL,,0.000000,,,实际扭矩,,
,SeatTwist.Status.Servo.iErrorCode,INT,,0,,,错误码 (来自 FB_运动控制),,
,SeatTwist.Status.Servo.iDriveErrorCode,INT,,0,,, 驱动器错误码 (来自伺服),,
,SeatTwist.Status.Servo.diDiscreteMotionTime,DINT,,0,,,定位运动时间 (ms),,
,SeatTwist.Status.Servo.bEnabled,BOOL,,OFF,,,已使能 (驱动器上电),,
,SeatTwist.Status.Servo.bReady,BOOL,,OFF,,,驱动就绪,,
,SeatTwist.Status.Servo.bBusy,BOOL,,OFF,,,运动中 (任意运动指令执行中),,
,SeatTwist.Status.Servo.bDone,BOOL,,OFF,,,动作完成 (上升沿),,
,SeatTwist.Status.Servo.bStandStill,BOOL,,OFF,,,静止 (速度为零),,
,SeatTwist.Status.Servo.bInPosition,BOOL,,OFF,,,到位 (位置误差在容差内),,
,SeatTwist.Status.Servo.bDiscreteMotion,BOOL,,OFF,,,定位运动中,,
,SeatTwist.Status.Servo.bMoveDone,BOOL,,OFF,,,运动完成 (脉冲),,
,SeatTwist.Status.Servo.bZeroCommissioned,BOOL,,OFF,,,"底层 home-state 镜像 (= Axis.bhomestate, 非持久建零标志)",,
,SeatTwist.Status.Servo.bZeroCommissioning,BOOL,,OFF,,,正在原点标定 (运行期通常不触发),,
,SeatTwist.Status.Servo.bOriginSwitch,BOOL,,OFF,,,原点传感器信号 (物理输入),,
,SeatTwist.Status.Servo.bPosLimit,BOOL,,OFF,,,正限位触发,,
,SeatTwist.Status.Servo.bNegLimit,BOOL,,OFF,,,负限位触发,,
,SeatTwist.Status.Servo.bError,BOOL,,OFF,,,错误激活,,
,SeatTwist.Status.Servo.bStopping,BOOL,,OFF,,,错误停止中,,
,SeatTwist.Status.Servo.bEncoderFault,BOOL,,OFF,,,编码器故障 (MONITOR 用于计算 bAbsPositionValid),,
,SeatTwist.Status.Servo.pad0,BOOL,,OFF,,,,,
,SeatTwist.Status.Servo.pad1,BOOL,,OFF,,,,,
,SeatTwist.Status.Servo.pad2,BOOL,,OFF,,,,,
,SeatTwist.Status.Servo.bPad3,BOOL,,OFF,,,,,
,SeatTwist.Status.Force,Stru_AxisForceStatus,,...,,,力估算与超力状态,,
,SeatTwist.Status.Force.rBiasPosPct,REAL,,0.000000,,,正扭矩侧静止基线 (%),,
,SeatTwist.Status.Force.rBiasNegPct,REAL,,0.000000,,,负扭矩侧静止基线 (%),,
,SeatTwist.Status.Force.rNetTorquePct,REAL,,0.000000,,,扣基线后的净扭矩 (%),,
,SeatTwist.Status.Force.rForceRawN,REAL,,0.000000,,,未滤波牵引力估算 (N),,
,SeatTwist.Status.Force.rForceFiltN,REAL,,0.000000,,,低通后牵引力估算 (N),,
,SeatTwist.Status.Force.diOverForceET,DINT,,0,,,超力持续时间 (ms),,
,SeatTwist.Status.Force.bForceValid,BOOL,,OFF,,,当前力估算有效,,
,SeatTwist.Status.Force.bBiasPosValid,BOOL,,OFF,,,正侧基线已学习,,
,SeatTwist.Status.Force.bBiasNegValid,BOOL,,OFF,,,负侧基线已学习,,
,SeatTwist.Status.Force.bOverForce,BOOL,,OFF,,,超力实时态,,
,SeatTwist.Status.Force.bOverForceLatched,BOOL,,OFF,,,超力锁存,,
,SeatTwist.Status.Force.bPad0,BOOL,,OFF,,,对齐填充,,
,SeatTwist.Status.iCurrentStep,INT,,0,,,"当前运动步骤 (0=空闲, 1-N=执行中)",,
,SeatTwist.Status.iPadInt,INT,,0,,,对齐填充,,
,SeatTwist.Status.diWaitingTime,DINT,,0,,,等待时间 (ms),,
,SeatTwist.Status.diMotionTime,DINT,,0,,,运动用时 (ms),,
,SeatTwist.Status.iErrorCode,INT,,0,,,[镜像] = Servo.iErrorCode (HMI 使用),,
,SeatTwist.Status.bCalibrated,BOOL,,OFF,,,已标定 (Servo 没有此状态),,
,SeatTwist.Status.bError,BOOL,,OFF,,,,,
,SeatTwist.Status.bWarning,BOOL,,OFF,,,警告激活 (区别于 Servo.bError),,
,SeatTwist.Status.bAxisErrorStopping,BOOL,,OFF,,,轴错误停止中 (区别于 Servo.bStopping),,
,SeatTwist.Status.bAtInit,BOOL,,OFF,,,在初始位置容差内,,
,SeatTwist.Status.bPad0,BOOL,,OFF,,,,,
,SeatTwist.Config,Stru_AxisLimitConfig,,...,,,"轴配置 (出厂设定, Retain)",,
,SeatTwist.Config.rPosLimit,REAL,,0.000000,,,正限位 (°或mm),,
,SeatTwist.Config.rNegLimit,REAL,,0.000000,,,负限位 (°或mm),,
,SeatTwist.Config.rInitPos,REAL,,0.000000,,,初始位置,,
,SeatTwist.Config.rTolerance,REAL,,0.000000,,,到位容差 (°或mm),,
,SeatTwist.Config.rMaxVel,REAL,,0.000000,,,最大速度,,
,SeatTwist.Config.rMinVel,REAL,,0.000000,,,最小速度,,
,SeatTwist.Config.rMaxAcc,REAL,,0.000000,,,加速度,,
,SeatTwist.Config.rMaxDec,REAL,,0.000000,,,减速度,,
,SeatTwist.Config.diPulsePerDeg,DINT,,0,,,脉冲当量 (Pulse/°),,
,SeatTwist.Config.diTimeout,DINT,,0,,,超时报警,,
,SeatTwist.ConfigBuffer,Stru_AxisLimitConfig,,...,,,,,
,SeatTwist.ConfigBuffer.rPosLimit,REAL,,0.000000,,,正限位 (°或mm),,
,SeatTwist.ConfigBuffer.rNegLimit,REAL,,0.000000,,,负限位 (°或mm),,
,SeatTwist.ConfigBuffer.rInitPos,REAL,,0.000000,,,初始位置,,
,SeatTwist.ConfigBuffer.rTolerance,REAL,,0.000000,,,到位容差 (°或mm),,
,SeatTwist.ConfigBuffer.rMaxVel,REAL,,0.000000,,,最大速度,,
,SeatTwist.ConfigBuffer.rMinVel,REAL,,0.000000,,,最小速度,,
,SeatTwist.ConfigBuffer.rMaxAcc,REAL,,0.000000,,,加速度,,
,SeatTwist.ConfigBuffer.rMaxDec,REAL,,0.000000,,,减速度,,
,SeatTwist.ConfigBuffer.diPulsePerDeg,DINT,,0,,,脉冲当量 (Pulse/°),,
,SeatTwist.ConfigBuffer.diTimeout,DINT,,0,,,超时报警,,
,SeatTwist.ConfigCmd,Stru_ConfigCmd,,...,,, 配置操作指令,,
,SeatTwist.ConfigCmd.iErrorCode,INT,,0,,,操作错误,,
,SeatTwist.ConfigCmd.bLoad,BOOL,,OFF,,,"加载, 从运行区读到缓冲区",,
,SeatTwist.ConfigCmd.bApply,BOOL,,OFF,,,"应用, 缓冲区覆盖运行区",,
,SeatTwist.ConfigCmd.bSave,BOOL,,OFF,,,"保存, 运行区写入 Retain",,
,SeatTwist.ConfigCmd.bResetDefault,BOOL,,OFF,,,恢复工厂默认 (统一命名),,
,SeatTwist.ConfigCmd.bSuccess,BOOL,,OFF,,,操作成功,,
,SeatTwist.ConfigCmd.bError,BOOL,,OFF,,,操作失败 (只读),,
,SeatTwist.ConfigCmd.bPad0,BOOL,,OFF,,,加载默认值,,
,SeatTwist.ConfigCmd.bPad1,BOOL,,OFF,,,对齐填充,,
,SeatTwist.Cmd,Stru_AxisCmd,,...,,,,,
,SeatTwist.Cmd.bEnable,BOOL,,OFF,,,"使能, 触发伺服上电",,
,SeatTwist.Cmd.bReset,BOOL,,OFF,,,"复位, 清除轴错误",,
,SeatTwist.Cmd.bZeroCommission,BOOL,,OFF,,,"原点标定 (仅工厂模式, 触发 MC_Home, 运行期禁止)",,
,SeatTwist.Cmd.bStop,BOOL,,OFF,,,"停止, 立即减速停车",,
,SeatTwist.Cmd.bMoveAbs,BOOL,,OFF,,,"绝对定位, 移动到 rTargetPo",,
,SeatTwist.Cmd.bMoveRel,BOOL,,OFF,,,"相对定位, 移动 rTargetPos 距离",,
,SeatTwist.Cmd.bJogPos,BOOL,,OFF,,,"正向点动, 按住持续动作",,
,SeatTwist.Cmd.bJogNeg,BOOL,,OFF,,,"负向点动, 按住持续动作",,
,SeatTwist.Cmd.bAutoMove,BOOL,,OFF,,,,,
,SeatTwist.Cmd.bMoveBuffer,BOOL,,OFF,,,,,
,SeatTwist.Cmd.bRequestDisable,BOOL,,OFF,,, 请求断使能 (EMERGENCY_HOME 降级复位流程),,
,SeatTwist.Cmd.bPad0,BOOL,,OFF,,,,,
,SeatTwist.Cmd.pad1,BOOL,,OFF,,,,,
,SeatTwist.Cmd.pad2,BOOL,,OFF,,,,,
,SeatTwist.Cmd.pad3,BOOL,,OFF,,,,,
,SeatTwist.Cmd.pad4,BOOL,,OFF,,,,,
,SeatTwist.Motion,Stru_AxisMotionParam,,...,,,运动参数 (每次运动可变),,
,SeatTwist.Motion.rTargetPos,REAL,,0.000000,,,目标位置,,
,SeatTwist.Motion.rTargetVel,REAL,,0.000000,,,目标速度,,
,SeatTwist.Motion.rJogVel,REAL,,0.000000,,,点动速度,,
,SeatTwist.Motion.rAcc,REAL,,0.000000,,,加速度,,
,SeatTwist.Motion.rDec,REAL,,0.000000,,,减速度,,
,SeatTwist.Motion.rInitPos,REAL,,0.000000,,,初始位置,,
,SeatTwist.Motion.diTimeout,DINT,,0,,,,,
,SeatTwist.Motion.rReserved,REAL,,0.000000,,,,,
,SeatTwist.ReciprocalStatus,Stru_ReciprocationStatus,,...,,,往复运动状态,,
,SeatTwist.ReciprocalStatus.adMotionDuration,DINT[16],,...,,,记录一个循环周期各动作用时。最大记录5段 每两位为一组，低位为阶段1 高位为阶段2,,
,SeatTwist.ReciprocalStatus.adMotionDuration[0],DINT,,0,,,,,
,SeatTwist.ReciprocalStatus.adMotionDuration[1],DINT,,0,,,,,
,SeatTwist.ReciprocalStatus.adMotionDuration[2],DINT,,0,,,,,
,SeatTwist.ReciprocalStatus.adMotionDuration[3],DINT,,0,,,,,
,SeatTwist.ReciprocalStatus.adMotionDuration[4],DINT,,0,,,,,
,SeatTwist.ReciprocalStatus.adMotionDuration[5],DINT,,0,,,,,
,SeatTwist.ReciprocalStatus.adMotionDuration[6],DINT,,0,,,,,
,SeatTwist.ReciprocalStatus.adMotionDuration[7],DINT,,0,,,,,
